vin_1_10,county,state,model_year,make,ev_type,electric_range
YV4BR0DK0L,THURSTON,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DK9L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR00L0L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DLXL,KITSAP,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DK1L,SNOHOMISH,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR00L1L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0CMXL,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0CK1L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0CK9L,SNOHOMISH,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DKXL,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0CK5L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0CL5L,ISLAND,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0CM9L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR00K3L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
WBAJB1C04L,KING,WA,2020,BMW,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DL7L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0CL6L,CLARK,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DL4L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DK6L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DK8L,THURSTON,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DL8L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DL2L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR00K0L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
WBAJB1C05L,PIERCE,WA,2020,BMW,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0CL3L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
WBAJB1C00L,KING,WA,2020,BMW,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0CM4L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0CK8L,YAKIMA,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),18
YV4BR0DM0L,SAN JUAN,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BR0DM4L,SNOHOMISH,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BK0DP7L,CLALLAM,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BK0DP3L,PIERCE,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALGS4RY7L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWV2RY2L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BK0DP8L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWR2RY3L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BR0DM5L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWR2RY6L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALGS4RY8L,PIERCE,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWR2RY1L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWR2RY7L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BK0DPXL,SKAGIT,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWR2RY5L,KITSAP,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BR0DM8L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWV2RY6L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BR0DM2L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWV2RY3L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWR2RY8L,PIERCE,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWR2RY2L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALGS4RY0L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BR0DM9L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWV2RY9L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BK0DP1L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALGS4RY2L,WHATCOM,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BR0DMXL,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALGS4RY4L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BK0DP5L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BK0DP2L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWR2RY0L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BK0DP0L,CLARK,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
YV4BR0DM3L,ISLAND,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWR2RY9L,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
SALWV2RYXL,KING,WA,2020,LAND ROVER,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),19
WA1G2AFY9L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2BFY3L,KITTITAS,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2AFY1L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2AFY4L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2AFY3L,CLARK,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1G2AFY0L,JEFFERSON,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WBAJA9C05L,KING,WA,2020,BMW,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1G2AFY3L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFY7L,CLARK,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFY1L,CLALLAM,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2AFYXL,CLARK,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2AFY7L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1G2AFYXL,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2BFY7L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2AFY2L,CLARK,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2AFY0L,COWLITZ,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2AFY8L,CLARK,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFY6L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFY0L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2AFY6L,CHELAN,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFY9L,CLARK,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFY4L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFY3L,CLARK,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WBAJA9C09L,PIERCE,WA,2020,BMW,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1G2AFY5L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1G2AFY6L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1G2AFY1L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFY8L,CLARK,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFYXL,BENTON,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFY2L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1F2AFY5L,CLALLAM,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1G2AFY2L,KING,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1E2AFY5L,CLARK,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
WA1G2AFY8L,ISLAND,WA,2020,AUDI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),20
5LMYJ9YY6L,SPOKANE,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XY1L,KING,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ9YYXL,CHELAN,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XY3L,ISLAND,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XY8L,DOUGLAS,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ9YY3L,CLARK,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XY2L,KING,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ9YY8L,STEVENS,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ9YY1L,CLARK,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
LVYBR0AT0L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XY0L,KING,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XYXL,PIERCE,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XY7L,PIERCE,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ9YY0L,CLARK,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XY9L,KING,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ9YY9L,KING,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XY5L,CLARK,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ9YY5L,CLARK,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
LVYBR0AL5L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XY6L,CLARK,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
LVYBR0AL6L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
5LMYJ8XY4L,KING,WA,2020,LINCOLN,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),21
W1N0G5DB6L,KING,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBR0FL0L,SKAGIT,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
YV1BK0EPXL,JEFFERSON,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBR0FL7L,CLARK,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBR0FM6L,PIERCE,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
YV1BK0EP0L,CLARK,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A58L,KING,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
WDC0G5DBXL,KING,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
W1N0G5DB9L,CLARK,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBR0FLXL,CLARK,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A55L,ISLAND,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
YV1BK0EP9L,SNOHOMISH,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
YV1BK0EP2L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A56L,CLARK,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A59L,BENTON,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
W1N0G5DB5L,CLARK,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A54L,CLARK,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBK0FP7L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A5XL,KING,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A52L,FRANKLIN,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A50L,BENTON,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
W1N0G5DB1L,YAKIMA,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
W1N0G5DB8L,SNOHOMISH,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
W1N0G5DB2L,KING,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
W1N0G5DB4L,KING,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBR0FM7L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBR0FL4L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
W1N0G5DBXL,KING,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A57L,GRAYS HARBOR,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A51L,KING,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
W1N0G5DB7L,SPOKANE,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBR0FM3L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBR0FM0L,KITSAP,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
W1N0G5DB0L,CLARK,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
W1N0G5DB3L,KING,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
WDC0G5DB3L,SNOHOMISH,WA,2020,MERCEDES-BENZ,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBR0FL8L,KING,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JA4J24A53L,CLARK,WA,2020,MITSUBISHI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
7JRBK0FP6L,PIERCE,WA,2020,VOLVO,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),22
JTDKARFP5L,BENTON,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
JTDKARFP2L,CLARK,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
JTDKARFP7L,BENTON,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
JTDKARFP1L,BENTON,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
JTDKARFP9L,CLARK,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
JTDKARFPXL,CLARK,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
JTDKARFP4L,CLALLAM,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
JTDKARFP8L,ASOTIN,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
JTDKARFP3L,CLARK,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
JTDKARFP6L,BENTON,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
JTDKARFP0L,BENTON,WA,2020,TOYOTA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),25
KNDCM3LDXL,CHELAN,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SU0L,COWLITZ,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LD8L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0WU8L,KING,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LD4L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCM3LD5L,PIERCE,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SUXL,CHELAN,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SU2L,KITSAP,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCD3LD9L,ISLAND,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCM3LD1L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCM3LD6L,ISLAND,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LD3L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LD5L,CLARK,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0WU9L,KING,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LD2L,PIERCE,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LD6L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCD3LD4L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SU6L,GRAYS HARBOR,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SU9L,CLARK,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SU7L,CLARK,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCM3LD3L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LD1L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0WU1L,KING,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCM3LD4L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCD3LD1L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0WUXL,KING,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCM3LD8L,CLARK,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LD0L,JEFFERSON,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0WU6L,KING,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LD9L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0WU5L,KING,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCM3LD0L,CLARK,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCM3LD2L,CLARK,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LDXL,FRANKLIN,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCM3LD7L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SU3L,KING,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SU1L,CLARK,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SU8L,GRANT,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCD3LD7L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SU4L,CLARK,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCD3LDXL,SNOHOMISH,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0SU5L,COWLITZ,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCD3LD6L,CLARK,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
3FA6P0WU7L,KING,WA,2020,FORD,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCD3LD2L,CLARK,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCC3LD7L,CLARK,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCD3LD8L,SKAGIT,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCD3LD3L,KITSAP,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCD3LD0L,JEFFERSON,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNDCM3LD9L,SNOHOMISH,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),26
KNAGV4LD4L,KITSAP,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),28
KNAGV4LD9L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),28
KNAGV4LD2L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),28
KNAGV4LD5L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),28
KNAGV4LD7L,LEWIS,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),28
KNAGV4LD0L,CLARK,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),28
KNAGV4LD6L,KING,WA,2020,KIA,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),28
KMHCX5LD0L,KING,WA,2020,HYUNDAI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),29
KMHC65LDXL,THURSTON,WA,2020,HYUNDAI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),29
KMHC65LD7L,KING,WA,2020,HYUNDAI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),29
KMHC65LD6L,KING,WA,2020,HYUNDAI,PLUG-IN HYBRID ELECTRIC VEHICLE (PHEV),29
