vin_1_10,county,state,model_year,make,ev_type,electric_range
KNDC34LB3P,KING,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC3DLCXP,BENTON,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
WA1AABGE9P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
W1KEG2BB2P,KITSAP,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC3DLC1P,COWLITZ,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
JN1AF0BA9P,BENTON,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
KNDCR3L12P,CLALLAM,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
JTMABACAXP,CLALLAM,WA,2023,TOYOTA,BATTERY ELECTRIC VEHICLE (BEV),0
WA132BFZ0P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
7SAYGDEFXP,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
WA12AAGE9P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC34LA4P,CLARK,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
W1KCG5FBXP,KING,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
WA1VABGE1P,WHATCOM,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3UM0P,ISLAND,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
1G1FZ6S04P,CLALLAM,WA,2023,CHEVROLET,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK4SE2P,CLARK,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
4JGGM1CB7P,KING,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
JN1DF0CD8P,BENTON,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
W1N9M1DB1P,KING,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
WA11CBGE0P,SPOKANE,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
5YJSA1E58P,CHELAN,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
1V2GNPE86P,CLARK,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
1V2BMPE84P,SNOHOMISH,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
KM8K33AGXP,BENTON,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KRDAF4P,CHELAN,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
WAUEJBFW8P,SNOHOMISH,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
5YJ3E1EB3P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
WP0CD2Y19P,CLARK,WA,2023,PORSCHE,BATTERY ELECTRIC VEHICLE (BEV),0
1V2WNPE84P,BENTON,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC34LB7P,KING,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
WP0AB2Y17P,KING,WA,2023,PORSCHE,BATTERY ELECTRIC VEHICLE (BEV),0
1V2FMPE82P,CLARK,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
1G1FX6S03P,BENTON,WA,2023,CHEVROLET,BATTERY ELECTRIC VEHICLE (BEV),0
WA1L2BFZ4P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK3R49P,KING,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
1GYKPPRL7P,CLARK,WA,2023,CADILLAC,BATTERY ELECTRIC VEHICLE (BEV),0
7SAXCDE52P,CLARK,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
YSMET3KA5P,KING,WA,2023,POLESTAR,BATTERY ELECTRIC VEHICLE (BEV),0
KMUKCDTC1P,KING,WA,2023,GENESIS,BATTERY ELECTRIC VEHICLE (BEV),0
50EA1TEA1P,CLARK,WA,2023,LUCID,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK4SXXP,CLARK,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
KNDCT3L18P,CLARK,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
1GYKPMRK3P,KING,WA,2023,CADILLAC,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK3S59P,COWLITZ,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
WA1L2BFZ9P,CLARK,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
1FTBW1YK5P,KING,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
7FCEHEB75P,KING,WA,2023,RIVIAN,BATTERY ELECTRIC VEHICLE (BEV),0
7SAXCBE64P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
1FTVW1EV9P,ADAMS,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KN4AE6P,KING,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
KM8K23AG2P,CLARK,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
1V2JNPE83P,CLALLAM,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
7FCEHEB50P,KING,WA,2023,RIVIAN,BATTERY ELECTRIC VEHICLE (BEV),0
KMHM34AC7P,CLARK,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
WMW13DJ02P,BENTON,WA,2023,MINI,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KMDAF9P,CLARK,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
JN1DF0BB0P,KING,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
WA1L2BFZ6P,BENTON,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
W1KEG2CB9P,KING,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
7FCEHEB55P,KITSAP,WA,2023,RIVIAN,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3UKXP,JEFFERSON,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
7FCTGBAA4P,CLARK,WA,2023,RIVIAN,BATTERY ELECTRIC VEHICLE (BEV),0
KMUKEDTB4P,CHELAN,WA,2023,GENESIS,BATTERY ELECTRIC VEHICLE (BEV),0
WP0CD2Y12P,KING,WA,2023,PORSCHE,BATTERY ELECTRIC VEHICLE (BEV),0
WA1M2BFZ5P,CLARK,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
7SAXCBE62P,CHELAN,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
WB523CF06P,CLARK,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
JN1AF0BA5P,GRAYS HARBOR,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
WBY33AW04P,BENTON,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
4JGDM2EB6P,CLARK,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
1FTVW1EV1P,CLALLAM,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
7FCTGAAL8P,KING,WA,2023,RIVIAN,BATTERY ELECTRIC VEHICLE (BEV),0
1G1FY6S00P,BENTON,WA,2023,CHEVROLET,BATTERY ELECTRIC VEHICLE (BEV),0
W1N9M0KB6P,CLARK,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
1V2GNPE88P,CLALLAM,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC3DLC5P,BENTON,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
KM8K53AG5P,KING,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
WA12AAGE7P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
1V2BMPE80P,KING,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
W1KCG2EBXP,JEFFERSON,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
VCF1EBU25P,SNOHOMISH,WA,2023,FISKER,BATTERY ELECTRIC VEHICLE (BEV),0
7FCEHEB76P,KING,WA,2023,RIVIAN,BATTERY ELECTRIC VEHICLE (BEV),0
1V2DNPE82P,CHELAN,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
KNDCT3L1XP,BENTON,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
JTMABACA9P,BENTON,WA,2023,TOYOTA,BATTERY ELECTRIC VEHICLE (BEV),0
4JGDM2EB8P,CLARK,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
1V2FMPE80P,CLARK,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
WA1M2BFZ3P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3UM1P,ISLAND,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
WA122BFZ1P,CLARK,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KMDAF8P,CLARK,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
WP0BC2Y13P,SPOKANE,WA,2023,PORSCHE,BATTERY ELECTRIC VEHICLE (BEV),0
5YJ3E1EA9P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
W1KEG1CB4P,CLARK,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC44LA2P,PIERCE,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
WA1K2BFZ9P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
5YJSA1E61P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
5YJSA1E64P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
W1KEG5DB7P,KING,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
5YJ3E1EB5P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
WB533CF00P,BENTON,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
1FT6W1EV4P,CHELAN,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
JTMABACA3P,BENTON,WA,2023,TOYOTA,BATTERY ELECTRIC VEHICLE (BEV),0
1N4AZ1BV0P,BENTON,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
1FTBW9CK9P,CHELAN,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
KM8K23AG8P,BENTON,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK3R78P,CLARK,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
WP0AD2Y19P,KING,WA,2023,PORSCHE,BATTERY ELECTRIC VEHICLE (BEV),0
1V2DNPE81P,BENTON,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KN4AE7P,CLALLAM,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
KMHM34AA7P,THURSTON,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
VCF1ZBU29P,CLARK,WA,2023,FISKER,BATTERY ELECTRIC VEHICLE (BEV),0
KMHM24AA2P,KING,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC4DLC0P,CLARK,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK1RM6P,KING,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
JN1BF0BA2P,CLARK,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC4DLC1P,CLARK,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
1FTBW3XK3P,KING,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
4JGDM2DB1P,KING,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
WBY43AW02P,KING,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
WMW13DJ09P,BENTON,WA,2023,MINI,BATTERY ELECTRIC VEHICLE (BEV),0
YSMEG3KAXP,KING,WA,2023,POLESTAR,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3UL3P,ISLAND,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK3S53P,CLARK,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
1V2GNPE84P,BENTON,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
JN1BF0BA6P,CLARK,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
YSMEG3KA6P,CLARK,WA,2023,POLESTAR,BATTERY ELECTRIC VEHICLE (BEV),0
WA132BFZ8P,SAN JUAN,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
1FTBW9CKXP,CHELAN,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
WAUBHBFW3P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
7PDSGABA9P,CHELAN,WA,2023,RIVIAN,BATTERY ELECTRIC VEHICLE (BEV),0
1FTVW1EL6P,BENTON,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
KMHM24AC4P,KING,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
5YJSA1E59P,CLARK,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3GL3P,CLARK,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
WA1BCBFZ4P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
1FTVW1EL7P,CLARK,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
7SAYGAEE4P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
7SAYGDEF7P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KRDAF7P,CHELAN,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
WA142BFZ2P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
JTMABABA1P,CHELAN,WA,2023,SUBARU,BATTERY ELECTRIC VEHICLE (BEV),0
5YJ3E1EA4P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3UK4P,KING,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
4JGGM1CB8P,BENTON,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
KMTGE4S13P,KING,WA,2023,GENESIS,BATTERY ELECTRIC VEHICLE (BEV),0
W1KCG2EB6P,CLARK,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
5YJSA1E55P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
JN1BF0AA8P,KITSAP,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
JTMABACA5P,BENTON,WA,2023,TOYOTA,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC34LA0P,CLARK,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
1G1FX6S08P,BENTON,WA,2023,CHEVROLET,BATTERY ELECTRIC VEHICLE (BEV),0
1GYKPPRL5P,KING,WA,2023,CADILLAC,BATTERY ELECTRIC VEHICLE (BEV),0
WBY73AW02P,BENTON,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
WB533CF0XP,CLARK,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
KNDCR3L19P,BENTON,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK4SX7P,KING,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KMDAF6P,CLARK,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
WA1M2BFZ4P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
WA1VCBGE7P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
1GYKPMRK5P,KING,WA,2023,CADILLAC,BATTERY ELECTRIC VEHICLE (BEV),0
4JGGM1CB3P,BENTON,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
5NMMCET12P,KING,WA,2023,GENESIS,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KRDAF1P,CHELAN,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
WA1VABGE5P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
1N4AZ1BV6P,CLALLAM,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
5YJSA1E5XP,CLARK,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KMDAF2P,CLARK,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
WA1LAAGE7P,CLARK,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC3DLC8P,CLARK,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
1N4AZ1BV4P,BENTON,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK3SSXP,CLARK,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
7SAYGDED5P,CLARK,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
WA1LAAGE6P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
7SAYGAEE3P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
WBY43AW01P,KING,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
JTMAAAAA3P,KING,WA,2023,TOYOTA,BATTERY ELECTRIC VEHICLE (BEV),0
1FTBW3XK5P,CHELAN,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
W1KEG2BB7P,KING,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
WA122BFZ4P,SNOHOMISH,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK4SX8P,KING,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
KNDCR3L13P,CLALLAM,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
YSMED3KA6P,BENTON,WA,2023,POLESTAR,BATTERY ELECTRIC VEHICLE (BEV),0
KMHM34AA9P,KING,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
KMHM24AC3P,SNOHOMISH,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
1V2BMPE83P,CLARK,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK3SS7P,BENTON,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
1FT6W1EV9P,BENTON,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
1V2BMPE82P,CLARK,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
50EA1GBA8P,KING,WA,2023,LUCID,BATTERY ELECTRIC VEHICLE (BEV),0
VCF1ZBU20P,BENTON,WA,2023,FISKER,BATTERY ELECTRIC VEHICLE (BEV),0
WP0BC2Y16P,KING,WA,2023,PORSCHE,BATTERY ELECTRIC VEHICLE (BEV),0
WB533CF09P,CLARK,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3UW5P,KING,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK1R45P,KING,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
JTMABABA7P,BENTON,WA,2023,SUBARU,BATTERY ELECTRIC VEHICLE (BEV),0
WBY53EJ00P,PIERCE,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
WP0AA2Y16P,KING,WA,2023,PORSCHE,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KN4AE3P,CHELAN,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
7SAXCDE59P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3UM4P,ISLAND,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
WAUCJBFW5P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
1FTBW1YK7P,KING,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
WA1BCBFZ8P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3UW4P,KING,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
1V25MPE86P,KING,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
7SAYGAEE7P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
7SAXCBE53P,KING,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
W1KCG4EB7P,SNOHOMISH,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
WA1K2BFZ1P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
5YJSA1E60P,FERRY,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
W1KEG1CB9P,CLARK,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
1V2DNPE85P,CLALLAM,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK3SU7P,BENTON,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
KNDCR3L18P,CLARK,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC44LA6P,KING,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
W1N9M0CB4P,CLARK,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
1N4AZ1BV2P,CLARK,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
W1KEG1CB1P,CLARK,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
KM8K53AG4P,COWLITZ,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK2SU3P,CHELAN,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KR4AE4P,KING,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
W1KCG2EB7P,KING,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
5YJ3E1EA0P,BENTON,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
5NMMCET16P,KING,WA,2023,GENESIS,BATTERY ELECTRIC VEHICLE (BEV),0
KMHM24AA1P,KING,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
KMHM34AA0P,KING,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
WP0AB2Y13P,KING,WA,2023,PORSCHE,BATTERY ELECTRIC VEHICLE (BEV),0
YSMEG3KA1P,KING,WA,2023,POLESTAR,BATTERY ELECTRIC VEHICLE (BEV),0
W1KCG2DB7P,SNOHOMISH,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
JTJAAAAB6P,CLALLAM,WA,2023,LEXUS,BATTERY ELECTRIC VEHICLE (BEV),0
YSMEG3KA2P,KING,WA,2023,POLESTAR,BATTERY ELECTRIC VEHICLE (BEV),0
KNDCT3L12P,CLARK,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3UM6P,CLARK,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
JTJAAAABXP,KING,WA,2023,LEXUS,BATTERY ELECTRIC VEHICLE (BEV),0
1V25MPE88P,CLALLAM,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK3R40P,KING,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
1FTBW1XK9P,GRAYS HARBOR,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
KM8K53AG1P,KING,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
7PDSGBBA7P,CLARK,WA,2023,RIVIAN,BATTERY ELECTRIC VEHICLE (BEV),0
7FCTGAAA9P,BENTON,WA,2023,RIVIAN,BATTERY ELECTRIC VEHICLE (BEV),0
1V2VMPE85P,CLARK,WA,2023,VOLKSWAGEN,BATTERY ELECTRIC VEHICLE (BEV),0
3FMTK4SE8P,BENTON,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
KMHM34AC4P,CLARK,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
1G1FX6S09P,ASOTIN,WA,2023,CHEVROLET,BATTERY ELECTRIC VEHICLE (BEV),0
WBY43AW04P,KING,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
1FT6W1EV5P,CHELAN,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
7PDSGABAXP,BENTON,WA,2023,RIVIAN,BATTERY ELECTRIC VEHICLE (BEV),0
WBY33AW02P,CLARK,WA,2023,BMW,BATTERY ELECTRIC VEHICLE (BEV),0
1G1FZ6S02P,BENTON,WA,2023,CHEVROLET,BATTERY ELECTRIC VEHICLE (BEV),0
JN1BF0AAXP,KING,WA,2023,NISSAN,BATTERY ELECTRIC VEHICLE (BEV),0
WA1VABGE4P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
WA132BFZ7P,KING,WA,2023,AUDI,BATTERY ELECTRIC VEHICLE (BEV),0
YV4ED3GM5P,CLARK,WA,2023,VOLVO,BATTERY ELECTRIC VEHICLE (BEV),0
1FTVW1EL8P,BENTON,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
4JGDM4EB3P,BENTON,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
KM8KNDAF2P,ASOTIN,WA,2023,HYUNDAI,BATTERY ELECTRIC VEHICLE (BEV),0
1G1FZ6S09P,BENTON,WA,2023,CHEVROLET,BATTERY ELECTRIC VEHICLE (BEV),0
KMTGE4S16P,BENTON,WA,2023,GENESIS,BATTERY ELECTRIC VEHICLE (BEV),0
W1KEG2CB8P,KING,WA,2023,MERCEDES-BENZ,BATTERY ELECTRIC VEHICLE (BEV),0
7SAYGDEE5P,ADAMS,WA,2023,TESLA,BATTERY ELECTRIC VEHICLE (BEV),0
KNDC5DLE0P,CLARK,WA,2023,KIA,BATTERY ELECTRIC VEHICLE (BEV),0
1FTBW3XK8P,KING,WA,2023,FORD,BATTERY ELECTRIC VEHICLE (BEV),0
